发布者ID,发布时间,发布来源,发布内容,收藏数,转发数,评论数,点赞数
安徽日报,06月02日19:13,来自Android, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,2
昆明五华发布,06月02日19:11,来自微博视频号, 【#一份珍藏70多年的手写病历#，背后写满了故事】2015年，一位73岁的老人在北京大学人民医院就诊时，出示了几张家人的病历复印件，接诊医生发现，这份病例出自我国妇产科泰斗林巧稚之手。病历写于1946年，共5页，中英文书写端正，一目了然。90多年前，林巧稚还曾给一位叫“袁小孩”的男婴写过出生登记材料，后来“袁小孩”有了一个正式的名字叫袁隆平。林巧稚终身未婚，但她的双手却迎接了五万多名婴儿的诞生。致敬L生命时报的微博视频  ,0,0,0,0
昆明五华发布,06月02日19:11,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
重庆日报,06月02日19:10,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,7
西安妇联,06月02日19:09,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
乌鲁木齐生态环境,06月02日19:08,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
今日闵行,06月02日19:06,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,55,4,4
西安检察,06月02日19:04,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,2,10,9
文汇报,06月02日19:04,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,5
资阳共青团,06月02日19:03,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,1
网易财经,06月02日19:02,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,3,1,10
渭源高速交警,06月02日19:02,来自微博视频号, 袁隆平逝世，爷爷没有手机，也没有电视，不知道袁爷爷昨天已经离开，今天一早过来告诉他后，哭的泣不成声！爷爷经历过饥荒年代，他比我们更深有体会。这是最朴实的老人，老一辈人挨个饿，内心很感谢袁老……#袁隆平遗体送别仪式# #袁隆平#L张超微博的微博视频​​​2定西·渭源县​,0,0,0,42
菏泽日报,06月02日19:02,来自iPhone客户端, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
CNR国防时空,06月02日19:01,来自Android, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,2,0,19
鹤北检察,06月02日19:01,来自中国超话, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频中国  ,0,37,56,63
三峡融媒,06月02日19:01,来自iPhone客户端, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,1,3
西安日报,06月02日19:00,来自微博视频号, 【#悼念袁老的鲜花装满了32辆卡车#沙画还原袁隆平院士生平画面】用沙画还原袁隆平院士生前的一些经典照片，最终画面定格在一位农民站在五星红旗图案的稻田上，背景音乐是袁隆平院士亲自作词的《我有一个梦》。“我有着一个梦，走在田埂上，它同我一般高，我拉着我最亲爱的朋友，坐在稻穗下乘凉……”L央视新闻的微博视频  ,0,1,0,4
青白江工管委,06月02日18:59,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
吉林资讯广播,06月02日18:59,来自iPhone客户端, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
未来网,06月02日18:58,来自微博视频号, 【#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,6,4,16
新疆发布,06月02日18:58,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,1,0,1
龙头新闻,06月02日18:57,来自微博视频号, 【#一份珍藏70多年的手写病历#，背后写满了故事】2015年，一位73岁的老人在北京大学人民医院就诊时，出示了几张家人的病历复印件，接诊医生发现，这份病例出自我国妇产科泰斗林巧稚之手。病历写于1946年，共5页，中英文书写端正，一目了然。90多年前，林巧稚还曾给一位叫“袁小孩”的男婴写过出生登记材料，后来“袁小孩”有了一个正式的名字叫袁隆平。林巧稚终身未婚，但她的双手却迎接了五万多名婴儿的诞生。致敬L生命时报的微博视频  ,0,0,0,0
朝天发布,06月02日18:57,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
天山网,06月02日18:57,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,3,0,15
重庆九龙坡法院,06月02日18:57,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！（人民日报）L央视国家记忆的微博视频  ,0,0,1,1
横琴检察,06月02日18:55,来自微博weibo.com, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！,0,0,0,0
思鸣法槌,06月02日18:55,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,53,512
长沙警事,06月02日18:54,来自iPhone客户端, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,2
洛阳市教育局,06月02日18:54,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,1
金台法院,06月02日18:53,来自iPhone客户端, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,1
青白江应急,06月02日18:52,来自Android, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,1,0,0
郫都发布,06月02日18:51,来自iPhone客户端, 【纪录片回顾#袁隆平事迹入选高中语文教材#】#小郫分享#他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,2,1,0
成都青白江,06月02日18:51,来自iPhone客户端, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,123,106,118
浙视频,06月02日18:50,来自iPhone客户端, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,1,0,2
安徽之声,06月02日18:50,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,1,0,1
拉萨共青团,06月02日18:50,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,0
湖南日报,06月02日18:50,来自iPhone客户端, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,1,0,4
西安交警,06月02日18:49,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,3
金陵晚报,06月02日18:49,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,0,0,3
横琴检察,06月02日18:48,来自微博weibo.com, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！​​​​.,0,0,0,0
人民日报,06月02日18:48,来自微博视频号, 【纪录片回顾#袁隆平事迹入选高中语文教材#】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频  ,0,1188,823,11765
新民周刊,06月02日18:30,来自微博视频号, 【用音乐治愈内心！#音乐教授用4年送留守儿童登上央视#：曾与袁隆平约定合唱】在湖南祁东县的大山深处，有一个留守儿童合唱团。2017年，@湖南科技大学音乐教授王育霖将性格孤僻或有暴力倾向的留守儿童招募到一起，尝试用音乐治愈他们。王育霖说，音乐介入后，孩子的内心慢慢平静下来，课后会通过看书来了解世界。今年春节，留守儿童合唱团的4名团员代表登上央视春晚舞台。3月，合唱团又再次受邀参加央视音乐会，还曾与袁隆平约定一起合唱。#放牛班的夏天#L梨视频的微博视频  ,0,0,0,2
成都残联,06月02日18:26,来自微博视频号, 【#一份珍藏70多年的手写病历#，背后写满了故事】2015年，一位73岁的老人在北京大学人民医院就诊时，出示了几张家人的病历复印件，接诊医生发现，这份病例出自我国妇产科泰斗林巧稚之手。病历写于1946年，共5页，中英文书写端正，一目了然。90多年前，林巧稚还曾给一位叫“袁小孩”的男婴写过出生登记材料，后来“袁小孩”有了一个正式的名字叫袁隆平。林巧稚终身未婚，但她的双手却迎接了五万多名婴儿的诞生。致敬L生命时报的微博视频  ,0,1,0,0
生命时报,06月02日18:24,来自微博视频号, 【#一份珍藏70多年的手写病历#，背后写满了故事】2015年，一位73岁的老人在北京大学人民医院就诊时，出示了几张家人的病历复印件，接诊医生发现，这份病例出自我国妇产科泰斗林巧稚之手。病历写于1946年，共5页，中英文书写端正，一目了然。90多年前，林巧稚还曾给一位叫“袁小孩”的男婴写过出生登记材料，后来“袁小孩”有了一个正式的名字叫袁隆平。林巧稚终身未婚，但她的双手却迎接了五万多名婴儿的诞生。致敬L生命时报的微博视频  ,0,19,11,216
微语个旧,06月02日18:07,来自微博weibo.com, #袁隆平超级杂交稻#自2009年开始，高原中心在袁隆平院士命名的“超级杂交稻个旧示范基地”上，参与了袁隆平院士第三期至第五期超级杂交稻的高产攻关项目，每年产量均有新突破。O袁隆平院士超级杂交稻百亩连片，在个旧屡创新高！​,0,0,0,0
河北综合广播,06月02日18:05,来自iPhone客户端, #冀时来了#【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。#三科统编教材编写幕后#（央视国家记忆）L央视国家记忆的微博视频  ,0,0,0,2
西安晚报,06月02日18:01,来自微博视频号, 【#悼念袁老的鲜花装满了32辆卡车#沙画还原袁隆平院士生平画面】用沙画还原袁隆平院士生前的一些经典照片，最终画面定格在一位农民站在五星红旗图案的稻田上，背景音乐是袁隆平院士亲自作词的《我有一个梦》。“我有着一个梦，走在田埂上，它同我一般高，我拉着我最亲爱的朋友，坐在稻穗下乘凉……”L央视新闻的微博视频  ,0,1,1,7
西安文旅之声,06月02日17:44,来自微博视频号, 【#悼念袁老的鲜花装满了32辆卡车#沙画还原袁隆平院士生平画面】用沙画还原袁隆平院士生前的一些经典照片，最终画面定格在一位农民站在五星红旗图案的稻田上，背景音乐是袁隆平院士亲自作词的《我有一个梦》。“我有着一个梦，走在田埂上，它同我一般高，我拉着我最亲爱的朋友，坐在稻穗下乘凉……”L央视新闻的微博视频  ,0,0,0,7
河口检察,06月02日17:40,来自微博视频号, #河检君分享#【用音乐治愈内心！#音乐教授用4年送留守儿童登上央视#：曾与袁隆平约定合唱】在湖南祁东县的大山深处，有一个留守儿童合唱团。2017年，@湖南科技大学音乐教授王育霖将性格孤僻或有暴力倾向的留守儿童招募到一起，尝试用音乐治愈他们。王育霖说，音乐介入后，孩子的内心慢慢平静下来，课后会通过看书来了解世界。今年春节，留守儿童合唱团的4名团员代表登上央视春晚舞台。3月，合唱团又再次受邀参加央视音乐会，还曾与袁隆平约定一起合唱。#放牛班的夏天#L梨视频的微博视频  ,0,0,0,0
吉林资讯广播,06月02日17:33,来自iPhone客户端, 【#悼念袁老的鲜花装满了32辆卡车#沙画还原袁隆平院士生平画面】用沙画还原袁隆平院士生前的一些经典照片，最终画面定格在一位农民站在五星红旗图案的稻田上，背景音乐是袁隆平院士亲自作词的《我有一个梦》。“我有着一个梦，走在田埂上，它同我一般高，我拉着我最亲爱的朋友，坐在稻穗下乘凉……”@央视新闻L央视新闻的微博视频  ,0,0,0,1
当涂教育,06月02日17:25,来自360安全浏览器, 【当涂经贸学校举办“育新人、凝匠心、传技艺”讲座】为弘扬劳模精神、劳动精神、工匠精神，培养学生“专业、专心、传承、创新、责任、担当”的优秀品质，培育优秀技能人才，5月26日下午，当涂经贸学校举办了一场主题为“育新人、凝匠心、传技艺”的精彩讲座。本次讲座在教务处主任汤君振奋人心的开场词中拉开序幕。随后，讲座的主讲人刘自波老师以“杂交水稻之父”袁隆平的事迹为例，向同学们介绍了袁隆平院士的功勋事迹，号召同学们学习袁院士身上体现的大国工匠精神。座下学生无不感动，纷纷表示要向袁隆平院士学习，认认真真学专业，踏踏实实练技能。此外，刘老师还分享了数控专业的专业特点以及发展历程、创新成果，同时分享了自己的成长经历。他勉励同学们只要怀有匠心、坚持学习、接受磨炼，不管到哪里，不管做什么事情，都将会成功。他希望同学们今后能够扎根专业，不断探索，精益求精，把自己铸就成为一名优秀工匠，为建设家乡贡献力量！  ,0,0,0,1
新浪河北,06月02日17:18,来自微博视频号, 【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。#三科统编教材编写幕后#（央视国家记忆）L央视国家记忆的微博视频  ,0,0,1,7
燕赵晚报,06月02日17:04,来自微博视频号, 【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。#三科统编教材编写幕后#（央视国家记忆）L央视国家记忆的微博视频  ,0,4,1,4
中国乡村之声,06月02日17:03,来自微博weibo.com, 兴趣是成功的基石。袁隆平在《袁隆平口述自传》中谈到他在学习方面喜欢凭兴趣，他说：“对喜欢的功课，就特别注意听讲，还读这方面的参考书，成绩就很好；不喜欢的，就考60分，只求及格就行。我喜欢地理、外文，化学我也喜欢，我考试就拿高分。”了解更多袁院士的故事，请听《袁隆平口述自传》第七集：跟着兴趣走。O网页链接（#袁隆平#授权中央广播电视总台出品）  ,0,0,30,78
美丽元和,06月02日17:02,来自微博weibo.com, #元和发布#【禾下乘凉梦！蠡口中学师生用版画致敬袁隆平！】6月1日，“点赞百年刻画美好”相城区版画联盟师生作品展在苏州市第二工人文化宫成功举办。本次展览，以学生为主体，共展出联盟各校版画社团学生作品近230件。展览时间：2021年6月1日——2021年6月11日；展览地址：苏州市第二工人文化宫O禾下乘凉梦！蠡口中学师生用版画致敬袁隆平！  ,0,0,0,0
吉林交通广播,06月02日16:56,来自微博视频号, 【#悼念袁老的鲜花装满了32辆卡车#，追悼卡去了四个地方】据不完全统计，5月22日至24日，前来明阳山悼念的群众多达30余万人次。25日至26日，从殡仪馆运走悼念袁隆平院士的鲜花足足有32辆卡车。“鲜花遭雨水淋湿后不易保存，容易腐烂，我们不得不作出紧急处理，但保留下了鲜花上附带的卡片。”黄智谋告诉记者，卡片经整理后，一部分被湖南省农科院、湖南农业大学、长沙民政职业技术学院收留保存，一部分被殡仪馆留作纪念。@红网L红网的微博视频  ,0,0,0,1
长春晚报,06月02日16:50,来自微博视频号, 【#悼念袁老的鲜花装满了32辆卡车#，追悼卡去了四个地方】据不完全统计，5月22日至24日，前来明阳山悼念的群众多达30余万人次。25日至26日，从殡仪馆运走悼念袁隆平院士的鲜花足足有32辆卡车。“鲜花遭雨水淋湿后不易保存，容易腐烂，我们不得不作出紧急处理，但保留下了鲜花上附带的卡片。”黄智谋告诉记者，卡片经整理后，一部分被湖南省农科院、湖南农业大学、长沙民政职业技术学院收留保存，一部分被殡仪馆留作纪念。@红网L红网的微博视频  ,0,0,0,0
河北广播电视台,06月02日16:28,来自微博视频号, #冀时来了#【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。#三科统编教材编写幕后#（央视国家记忆）L央视国家记忆的微博视频  ,0,2,0,5
凤舞九台,06月02日16:24,来自微博视频号, 【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。敬请收看今天（6月2日）20:00，CCTV-4《国家记忆》之《统编教材以文化人》。下载央视频APP，点击央友圈，搜索并关注“国家记忆”抢先看！#三科统编教材编写幕后#@央视国家记忆@微言教育@微博纪录片L央视国家记忆的微博视频  ,0,0,0,0
中国IP电视,06月02日16:10,来自微博视频号, 【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。敬请收看今天（6月2日）20:00，CCTV-4《国家记忆》之《统编教材以文化人》。L央视国家记忆的微博视频  ,0,1,0,1
