发布者ID,发布时间,发布来源,发布内容,收藏数,转发数,评论数,点赞数
Motiyofi,01月01日22:49,来自小米6X拍人更美, 好棒！//@吴亦凡图片视频:#吴亦凡新年焰火花絮#₂̆̈₀̆̈₂̆̈₀̆̈✨叮~🥂ᶜʰᵉᵉʳˢ,0,0,0,0
杨梅甜酒,01月01日22:49,来自微博weibo.com, 零下啊，大表哥真心抗冻//@BABYCHERRY_吴亦凡资源博:#O网页链接#【视频】210101北京到达@Mr_凡先生安全到达啦~大家也“快点回去”吧~,0,0,0,0
我这个galaxy是吴亦凡不是三星啊,01月01日22:49,来自HUAWEIMate30Pro, //@沉淀星:吴亦凡,0,0,0,0
Monicaaaa127,01月01日22:49,来自iPhone客户端, //@BABYCHERRY_吴亦凡资源博:#O网页链接#【视频】210101北京到达@Mr_凡先生安全到达啦~大家也“快点回去”吧~,0,0,0,0
明明就雨连天,01月01日22:49,来自iPhone客户端, 50这穿的还以为在夏天呢请对冬天有最起码的尊重好吗//@BABYCHERRY_吴亦凡资源博:#O网页链接#【视频】210101北京到达@Mr_凡先生安全到达啦~大家也“快点回去”吧~,0,0,0,0
嘻哈小奶球20060,01月01日22:49,来自OPPO超视野全面屏R15, 22//@1106K纯手动抡博小分队:#O网页链接#一定去感受一下现场的吴亦凡，这个和视频里看到的是不一样的他，去亲自看一眼他的魅力所在吧,0,0,0,0
七月飞霜八月異样,01月01日22:50,来自三星Note205G, 我参与了@Lollipop_吴亦凡安利博发起的【#吴亦凡海边焰火大片#wyf51krisnjj鲵】，我投给了“2@Mr_凡先生”这个，你也快来表态吧~,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 35//@1106K纯手动抡博小分队:#O网页链接#希望每个你可以释怀心中的不平衡和烦恼，这样下去只会给自己多填许多烦恼，用大碗宽面精神来宽宥自己，告诉自己这个世界是存在给自己看的，自己也是活给自己看的,0,0,0,0
Daisy__Nico,01月01日22:50,来自nova5Pro人像超级夜景, #O网页链接# #吴亦凡加盟湖南卫视跨年#你知道吗我真的很高兴能遇见你✨​,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 36//@1106K纯手动抡博小分队:#O网页链接#希望每个你可以释怀心中的不平衡和烦恼，这样下去只会给自己多填许多烦恼，用大碗宽面精神来宽宥自己，告诉自己这个世界是存在给自己看的，自己也是活给自己看的,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 16//@1106K纯手动抡博小分队:#O网页链接#热爱是所有问题的答案，只要是热爱便有出路，若是强迫就算一路顺畅也不会到达终点的,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 37//@1106K纯手动抡博小分队:#O网页链接#不要轻易否定自己的一言一行，其实别人不比你自己知道的多，别人也永远没有自己那么了解自己,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 17//@1106K纯手动抡博小分队:#O网页链接#热爱是所有问题的答案，只要是热爱便有出路，若是强迫就算一路顺畅也不会到达终点的,0,0,0,0
忙碌滚滚,01月01日22:50,来自十万伏特的iPhoneX, #O网页链接#恭喜凡凡硕果累累🤗🤗@Mr_凡先生,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 18//@1106K纯手动抡博小分队:#O网页链接#热爱是所有问题的答案，只要是热爱便有出路，若是强迫就算一路顺畅也不会到达终点的,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 42//@1106K纯手动抡博小分队:#O网页链接#用音乐传递快乐，用行动实践大爱，这一路上有我们陪伴不会再有落寞和孤独的,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 41//@1106K纯手动抡博小分队:#O网页链接#用音乐传递快乐，用行动实践大爱，这一路上有我们陪伴不会再有落寞和孤独的,0,0,0,0
艺璐非凡,01月01日22:50,来自未通过审核应用, 【西游伏妖篇：吴亦凡跳脱衣舞，全局中最经典的一段，笑得肚子疼！】（分享自：爱奇艺泡泡圈）O网页链接​,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 19//@1106K纯手动抡博小分队:#O网页链接#所有汇聚的中心力量就是初心，初心的舞台，初心的大幕，初心的灯光最后都汇聚成了答案回报给了你,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 39//@1106K纯手动抡博小分队:#O网页链接#不要轻易否定自己的一言一行，其实别人不比你自己知道的多，别人也永远没有自己那么了解自己,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 20//@1106K纯手动抡博小分队:#O网页链接#所有汇聚的中心力量就是初心，初心的舞台，初心的大幕，初心的灯光最后都汇聚成了答案回报给了你,0,0,0,0
道是好风凭借力,01月01日22:50,来自荣耀V204800万3D相机, //@oo一路向北ooYF:#O网页链接#,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 40//@1106K纯手动抡博小分队:#O网页链接#用音乐传递快乐，用行动实践大爱，这一路上有我们陪伴不会再有落寞和孤独的,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 21//@1106K纯手动抡博小分队:#O网页链接#所有汇聚的中心力量就是初心，初心的舞台，初心的大幕，初心的灯光最后都汇聚成了答案回报给了你,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 22//@1106K纯手动抡博小分队:#O网页链接#拼搏到底不是用蛮力，拼搏到底也不是耗尽身家性命，而是用最适合自己的方式，在自己最擅长的领域努力到极限,0,0,0,0
·热烈酒意·,01月01日22:50,来自iPhone客户端, 50这抗冻能力是什么高新生物技术吗//@BABYCHERRY_吴亦凡资源博:#O网页链接#【视频】210101北京到达@Mr_凡先生安全到达啦~大家也“快点回去”吧~,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 38//@1106K纯手动抡博小分队:#O网页链接#不要轻易否定自己的一言一行，其实别人不比你自己知道的多，别人也永远没有自己那么了解自己,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 34//@1106K纯手动抡博小分队:#O网页链接#希望每个你可以释怀心中的不平衡和烦恼，这样下去只会给自己多填许多烦恼，用大碗宽面精神来宽宥自己，告诉自己这个世界是存在给自己看的，自己也是活给自己看的,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 8//@1106K纯手动抡博小分队:#O网页链接#用音乐传递快乐，用行动实践大爱，这一路上有我们陪伴不会再有落寞和孤独的,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 32//@1106K纯手动抡博小分队:#O网页链接#侠客，若闯荡江湖有些许孤单那让我们陪你一起吧，虽然我们不能给你当前锋，但是我们能当后盾，做好你后方支援,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 33//@1106K纯手动抡博小分队:#O网页链接#侠客，若闯荡江湖有些许孤单那让我们陪你一起吧，虽然我们不能给你当前锋，但是我们能当后盾，做好你后方支援,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 4//@1106K纯手动抡博小分队:#O网页链接#不要轻易否定自己的一言一行，其实别人不比你自己知道的多，别人也永远没有自己那么了解自己,0,0,0,0
Mr刘玮杰,01月01日22:50,来自iPad客户端, //@JKrisfanfanfanfan:#O网页链接# #吴亦凡湖南卫视跨年#outcha彩排,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 5//@1106K纯手动抡博小分队:#O网页链接#不要轻易否定自己的一言一行，其实别人不比你自己知道的多，别人也永远没有自己那么了解自己,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 26//@1106K纯手动抡博小分队:#O网页链接#要做在每个平台都发光发热的人啊，你努力向前我们奋力追赶吧,0,0,0,0
我真的好饿·20XX,01月01日22:50,来自iPhone11, 吴亦凡yyds//@拉斯维加斯嘉丽:#O网页链接#穿他身上真的有升华，风格不一定一样，但都有独属于吴亦凡的味道,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 27//@1106K纯手动抡博小分队:#O网页链接#要做在每个平台都发光发热的人啊，你努力向前我们奋力追赶吧,0,0,0,0
坚韧淡定小可爱,01月01日22:50,来自Android, //@BABYCHERRY_吴亦凡资源博:#O网页链接#【高清】201231湖南卫视跨年@Mr_凡先生再回味一下昨天可爱的饭,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 7//@1106K纯手动抡博小分队:#O网页链接#用音乐传递快乐，用行动实践大爱，这一路上有我们陪伴不会再有落寞和孤独的,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 6//@1106K纯手动抡博小分队:#O网页链接#不要轻易否定自己的一言一行，其实别人不比你自己知道的多，别人也永远没有自己那么了解自己,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 9//@1106K纯手动抡博小分队:#O网页链接#用音乐传递快乐，用行动实践大爱，这一路上有我们陪伴不会再有落寞和孤独的,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 29//@1106K纯手动抡博小分队:#O网页链接#老朋友每一次都能给哥哥不一样的惊喜和意外，感谢老朋友让我们看到了这么多面的吴亦凡,0,0,0,0
朤蟲,01月01日22:50,来自华为手机, 周华健＆吴亦凡-《刀剑如梦》，完全两种不同的风格，凡凡和前辈合作真的是太有默契了！O网页链接​,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 30//@1106K纯手动抡博小分队:#O网页链接#老朋友每一次都能给哥哥不一样的惊喜和意外，感谢老朋友让我们看到了这么多面的吴亦凡,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 10//@1106K纯手动抡博小分队:#O网页链接#大碗宽面的初衷就是希望更多的人对待事情的态度不要太过放不开，其实到最后只有自己跟自己较劲了，别人不会在乎你是怎么想的，放宽心态去面对未来的事情比纠结过去的事情要好的多,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 31//@1106K纯手动抡博小分队:#O网页链接#侠客，若闯荡江湖有些许孤单那让我们陪你一起吧，虽然我们不能给你当前锋，但是我们能当后盾，做好你后方支援,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 11//@1106K纯手动抡博小分队:#O网页链接#大碗宽面的初衷就是希望更多的人对待事情的态度不要太过放不开，其实到最后只有自己跟自己较劲了，别人不会在乎你是怎么想的，放宽心态去面对未来的事情比纠结过去的事情要好的多,0,0,0,0
嘻哈小fan,01月01日22:50,来自小米8周年旗舰手机, 12//@1106K纯手动抡博小分队:#O网页链接#大碗宽面的初衷就是希望更多的人对待事情的态度不要太过放不开，其实到最后只有自己跟自己较劲了，别人不会在乎你是怎么想的，放宽心态去面对未来的事情比纠结过去的事情要好的多,0,0,0,0
嘻哈小奶球20060,01月01日22:50,来自OPPO超视野全面屏R15, 28//@1106K纯手动抡博小分队:#O网页链接#老朋友每一次都能给哥哥不一样的惊喜和意外，感谢老朋友让我们看到了这么多面的吴亦凡,0,0,0,0
嘻哈小fan,01月01日22:51,来自小米8周年旗舰手机, 31//@1106K纯手动抡博小分队:#O网页链接#早安我们美貌绝伦的凡总，晚安我们为喜爱辛苦拼命的小凡,0,0,0,0
嘻哈小fan,01月01日22:51,来自小米8周年旗舰手机, 2//@1106K纯手动抡博小分队:#O网页链接#早安我们美貌绝伦的凡总，晚安我们为喜爱辛苦拼命的小凡,0,0,0,0
嘻哈小fan,01月01日22:51,来自小米8周年旗舰手机, 33//@1106K纯手动抡博小分队:#O网页链接#早安我们美貌绝伦的凡总，晚安我们为喜爱辛苦拼命的小凡,0,0,0,0
shaw-呀,01月01日22:51,来自HUAWEIP30, #见偶像前vs见偶像后#笑死我了，我想起来见吴亦凡那次，人太多我只看到了头发和眉毛​,0,0,0,0
丸丸的点歪了,01月01日22:51,来自Android, //@吴亦凡图片视频:#吴亦凡新年焰火花絮#₂̆̈₀̆̈₂̆̈₀̆̈✨叮~🥂ᶜʰᵉᵉʳˢ,0,0,0,0
久久妮6353653356,01月01日22:51,来自小米8青春版潮流旗舰, #为什么把吴亦凡的歌和芭蕾放一起#跨年舞台合作呈现的惊喜,0,0,0,0
大叔放开那正太,01月01日22:51,来自微博weibo.com, 最近很喜欢穿这件羽绒服啊//@BABYCHERRY_吴亦凡资源博:#O网页链接#210101北京到达@Mr_凡先生新年第一圆满完成,0,0,0,0
南粤kw1106,01月01日22:51,来自荣耀9X, #O网页链接#新年快乐！2021年大家一起加油,0,0,2,2
小朱小朱诸事皆宜,01月01日22:51,来自iPhone客户端, //@JKrisfanfanfanfan:#O网页链接# #吴亦凡湖南卫视跨年#每年的嘴唇都不是因为擦口红变红的，是唱歌的时候和话筒磨得,0,0,0,0
嘻哈小fan,01月01日22:51,来自小米8周年旗舰手机, 30//@1106K纯手动抡博小分队:#O网页链接#绅士风度向来都不是装出来的，你是便是不是便不是，这个事情没有人能强迫的了你,0,0,0,0
嘻哈小fan,01月01日22:51,来自小米8周年旗舰手机, 28//@1106K纯手动抡博小分队:#O网页链接#绅士风度向来都不是装出来的，你是便是不是便不是，这个事情没有人能强迫的了你,0,0,0,0
嘻哈小fan,01月01日22:51,来自小米8周年旗舰手机, 29//@1106K纯手动抡博小分队:#O网页链接#绅士风度向来都不是装出来的，你是便是不是便不是，这个事情没有人能强迫的了你,0,0,0,0
my-eyes晨,01月01日22:51,来自微博视频号, #O网页链接# #吴亦凡湖南卫视跨年#《I'MOUTCHA》现场版Lmy-eyes晨的微博视频​,0,0,0,2
嘻哈小fan,01月01日22:51,来自小米8周年旗舰手机, 27//@1106K纯手动抡博小分队:#O网页链接#古典和现代碰撞的美好想被更多人知道和探索，有时候结合也是一种美,0,0,0,0
嘻哈小fan,01月01日22:51,来自小米8周年旗舰手机, 26//@1106K纯手动抡博小分队:#O网页链接#古典和现代碰撞的美好想被更多人知道和探索，有时候结合也是一种美,0,0,0,0
嘻哈小fan,01月01日22:51,来自小米8周年旗舰手机, 25//@1106K纯手动抡博小分队:#O网页链接#古典和现代碰撞的美好想被更多人知道和探索，有时候结合也是一种美,0,0,0,0
嘻哈小fan,01月01日22:51,来自小米8周年旗舰手机, 24//@1106K纯手动抡博小分队:#O网页链接#拼搏到底不是用蛮力，拼搏到底也不是耗尽身家性命，而是用最适合自己的方式，在自己最擅长的领域努力到极限,0,0,0,0
嘻哈小fan,01月01日22:51,来自小米8周年旗舰手机, 23//@1106K纯手动抡博小分队:#O网页链接#拼搏到底不是用蛮力，拼搏到底也不是耗尽身家性命，而是用最适合自己的方式，在自己最擅长的领域努力到极限,0,0,0,0
Galaxy_爱吃香菜的妮,01月01日22:51,来自vivoX21屏幕指纹手机, #O网页链接#,0,0,0,0
是懒羊羊吖-,01月01日22:52,来自Android, 卧槽。。好帅//@BABYCHERRY_吴亦凡资源博:#O网页链接#【高清】210101海口出发@Mr_凡先生干净澄澈的少年气,0,0,0,0
Vissen_4,01月01日22:52,来自iPhone, #O网页链接#新年快乐🎉​,0,0,0,1
阿茶Kristarry,01月01日22:52,来自OPPO超视野全面屏R15, 吴亦凡永远滴神！,0,0,0,0
凡凡不凡666,01月01日22:52,来自HUAWEIMate305G, 【#吴亦凡海边焰火大片#wyf51krisnjj鲵】，我投给了“1@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
IBACKTO2015,01月01日22:52,来自Android, 【#吴亦凡海边焰火大片#wyf51krisnjj鲵】，我投给了“2@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
凡大神的胡茬,01月01日22:52,来自微博视频号, #O网页链接#210101海口飞北京接机今年终于在新年第一天接到了你Youmademyday～maybealso“mademyyear”～好久不见甚是想念@Mr_凡先生新年快乐L凡大神的胡茬的微博视频​,0,1,1,10
IBACKTO2015,01月01日22:52,来自Android, 【#吴亦凡海边焰火大片#wyf51krisnjj鲵】，我投给了“1@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
雁荡山铁皮石斛合作社,01月01日22:52,来自Android, //@Galaxy_fanfan_吴敌风火抡:#O网页链接#你就是最大的惊喜！演出顺利！@Mr_凡先生,0,0,0,0
-虫小懒,01月01日22:53,来自nova7你在焦点在, 元旦快乐#吴亦凡#,0,0,0,0
Merilyn莲紫航,01月01日22:53,来自荣耀9X, 【#吴亦凡海边焰火大片#wyf51krisnjj鲵】，我投给了“1@Mr_凡先生”这个，你也快来表态吧~,0,0,0,0
嘻哈小奶球20060,01月01日22:53,来自OPPO超视野全面屏R15, 49//@1106K纯手动抡博小分队:#O网页链接#老朋友每一次都能给哥哥不一样的惊喜和意外，感谢老朋友让我们看到了这么多面的吴亦凡,0,0,0,0
嘻哈小奶球20060,01月01日22:53,来自OPPO超视野全面屏R15, 48//@1106K纯手动抡博小分队:#O网页链接#要做在每个平台都发光发热的人啊，你努力向前我们奋力追赶吧,0,0,0,0
嘻哈小奶球20060,01月01日22:53,来自OPPO超视野全面屏R15, 46//@1106K纯手动抡博小分队:#O网页链接#要做在每个平台都发光发热的人啊，你努力向前我们奋力追赶吧,0,0,0,0
嘻哈小奶球20060,01月01日22:53,来自OPPO超视野全面屏R15, 50//@1106K纯手动抡博小分队:#O网页链接#老朋友每一次都能给哥哥不一样的惊喜和意外，感谢老朋友让我们看到了这么多面的吴亦凡,0,0,0,0
嘻哈小奶球20060,01月01日22:53,来自OPPO超视野全面屏R15, 45//@1106K纯手动抡博小分队:#O网页链接#一定去感受一下现场的吴亦凡，这个和视频里看到的是不一样的他，去亲自看一眼他的魅力所在吧,0,0,0,0
Galaxy_爱吃香菜的妮,01月01日22:53,来自vivoX21屏幕指纹手机, #O网页链接#,0,0,0,0
一起逃到银河系吗,01月01日22:53,来自HUAWEInova3, //@BABYCHERRY_吴亦凡资源博:#O网页链接#【视频】201231湖南卫视跨年@Mr_凡先生爱猫恰focus神一般的男子,0,0,0,0
嘻哈小奶球20060,01月01日22:53,来自OPPO超视野全面屏R15, 44//@1106K纯手动抡博小分队:#O网页链接#一定去感受一下现场的吴亦凡，这个和视频里看到的是不一样的他，去亲自看一眼他的魅力所在吧,0,0,0,0
my-eyes晨,01月01日22:53,来自微博视频号, #O网页链接# #湖南卫视跨年演唱会#《破晓》现场版，找人找了半天Lmy-eyes晨的微博视频​,0,0,0,1
嘻哈小奶球20060,01月01日22:53,来自OPPO超视野全面屏R15, 47//@1106K纯手动抡博小分队:#O网页链接#要做在每个平台都发光发热的人啊，你努力向前我们奋力追赶吧,0,0,0,0
凡大神的胡茬,01月01日22:53,来自微博视频号, #O网页链接#210101海口飞北京接机今年终于在新年第一天接到了你Youmademyday～maybealso“mademyyear”～好久不见甚是想念@Mr_凡先生新年快乐L凡大神的胡茬的微博视频​,0,3,5,24
月亮是偷偷躲起来了吗,01月01日22:53,来自RedmiNote8Pro四摄, #O网页链接#//@超級無敵CHAI:眼里永远有光🤩//@嘴吹:只露了眼睛也这么漂亮,0,0,0,0
嘻哈小奶球20060,01月01日22:53,来自OPPO超视野全面屏R15, 43//@1106K纯手动抡博小分队:#O网页链接#一定去感受一下现场的吴亦凡，这个和视频里看到的是不一样的他，去亲自看一眼他的魅力所在吧,0,0,0,0
一起逃到银河系吗,01月01日22:53,来自HUAWEInova3, //@BABYCHERRY_吴亦凡资源博:#O网页链接#【视频】201231湖南卫视跨年@Mr_凡先生正面又一《破晓》直拍,0,0,0,0
恒星galaxy,01月01日22:53,来自吴亦凡启动厂牌计划超话, 吴亦凡启动厂牌计划路到尽头总会遇到下个路口不到最后不该轻易放手@Mr_凡先生​,0,0,6,3
小CUTE55,01月01日22:54,来自OPPOA92s, //@BABYCHERRY_吴亦凡资源博:#O网页链接#210101北京到达@Mr_凡先生新年第一圆满完成,0,0,0,0
JiaaRann,01月01日22:54,来自荣耀平板V6, #O网页链接#明天考试宝贝祝我好运！！金榜题名金榜题名金榜题名2021第二句晚安@Mr_凡先生​,0,0,0,7
1天啊这世界怎么了1,01月01日22:54,来自OPPO超视野全面屏R15, 我的如来神掌很厉害，我们可以一起打妖怪！#O网页链接#,0,0,0,1
原味奶茶加微糖,01月01日22:54,, //@BABYCHERRY_吴亦凡资源博:#O网页链接#【高清】210101海口出发@Mr_凡先生干净澄澈的少年气,0,0,0,0
XMMYi,01月01日22:54,来自永远满电的iPhone客户端, 吴亦凡靠的不是外力啊，如果没有外力就不行了的话，他还走得到现在吗？这条路也不是别人帮他走，是他自己走，有些人可能陪他一段，对他产生些许影响，但最终做了什么和别人不一样的事时，还是因为他是吴亦凡我知道都希望他好，但是不必信些凭空来的东西，信那些不如信吴亦凡，谁也不是因为那些玄学粉上的，不是吗  ,0,0,2,3
Galaxy_爱吃香菜的妮,01月01日22:54,来自vivoX21屏幕指纹手机, #O网页链接#,0,0,0,0
z泽泰,01月01日22:54,来自微博国际版, 青春有你孔雪儿林凡🍉蔡卓宜离婚原因吴亦凡秦牛正威黄晓明baby哈尼克孜有视频吴亦凡yp名单白敬亭爆料邓伦爆料网易云idbts黑料​偶练爆料王一博肖战无锡探班视频王一博肖战朋友圈截图王嘉尔黑料王嘉尔上海酒吧yp王一博肖战养狗视频实锤黄景瑜许魏洲➕黄景瑜个人感情下坠原文​,0,0,0,0
Krisachen__,01月01日22:55,来自RedmiK20Pro真旗舰, 辛苦啦吴亦凡//@Galaxy_fanfan1106_:宝贝新年照顾好自己,0,0,0,0
原味奶茶加微糖,01月01日22:55,, //@BABYCHERRY_吴亦凡资源博:#O网页链接#210101北京到达@Mr_凡先生新年第一圆满完成,0,0,0,0
嘻哈小fan,01月01日22:55,来自小米8周年旗舰手机, 42//@1106K纯手动抡博小分队:#O网页链接#东方的美学加上现时代的潮流的韵味便能被他提现出来，谁说潮流只能单一，结合有时候也是一种潮流,0,0,0,0
-Dirty,01月01日22:55,来自OPPOReno, #O网页链接#我正在#爱豆生日汇#为#吴亦凡#打榜助力，Ta本月累计获得39574朵应援花，排名第13！#爱豆生日汇#是一站式应援服务平台，拥有丰富真实的线上/线下投放资源。v/x搜索【爱豆生日汇】，加入打榜集结队伍，即可为Ta登顶榜单，赢取海量应援资源。@爱豆生日汇​,0,0,0,0
嘻哈小fan,01月01日22:55,来自小米8周年旗舰手机, 41//@1106K纯手动抡博小分队:#O网页链接#东方的美学加上现时代的潮流的韵味便能被他提现出来，谁说潮流只能单一，结合有时候也是一种潮流,0,0,0,0
嘻哈小fan,01月01日22:55,来自小米8周年旗舰手机, 40//@1106K纯手动抡博小分队:#O网页链接#东方的美学加上现时代的潮流的韵味便能被他提现出来，谁说潮流只能单一，结合有时候也是一种潮流,0,0,0,0
南粤kw1106,01月01日22:55,来自荣耀9X, 新年快乐！2021年大家一起加油#O网页链接#,0,0,0,0
米叫我梁楚欣正届,01月01日22:55,来自摩托罗拉XOOM, 终于等到凡凡子压轴的舞台表演啦！#吴亦凡怼脸拍#这个光感梦幻燃烧舞台实在太闪了！整个舞台酷炸极了！,0,0,0,0
冰荔枝味的皮卡丘,01月01日22:55,来自吴亦凡老婆Android, #O网页链接# #O网页链接#我正在为吴亦凡打榜，吴亦凡现在排行第13名。vx搜索小程序“明星驾到”，快来一起助力吧！用爱解锁更多福利，2020我们一起冲鸭！@明星驾到小程序​,0,0,0,0
nothingwillcomeofnothing,01月01日22:55,来自iPhone, //@BABYCHERRY_吴亦凡资源博:#O网页链接#【视频】210101北京到达@Mr_凡先生安全到达啦~大家也“快点回去”吧~,0,0,0,0
原味奶茶加微糖,01月01日22:56,, //@BABYCHERRY_吴亦凡资源博:#O网页链接#【高清】201231湖南卫视跨年@Mr_凡先生再回味一下昨天可爱的饭,0,0,0,0
wg-jessie,01月01日22:56,来自小米Note3拍人更美, 210101吴亦凡国内接机北京到达视频,0,1,0,0
全员恶人终极版,01月01日22:56,来自iPhone客户端, //@BABYCHERRY_吴亦凡资源博:#O网页链接#【高清】201231湖南卫视跨年@Mr_凡先生再回味一下昨天可爱的饭,0,0,0,0
wg-jessie,01月01日22:56,来自小米Note3拍人更美, 210101吴亦凡国内接机北京到达高清,0,0,0,0
麻麻麻麻辣烫少女,01月01日22:56,来自华为手机畅享玩不停, 【#吴亦凡海边焰火大片#wyf51krisnjj鲵】，我投给了“1@Mr_凡先生”这个，你也快来表态吧~,0,0,0,0
frail09274,01月01日22:56,来自荣耀9X, 【#吴亦凡海边焰火大片#wyf51krisnjj鲵】，我投给了“2@Mr_凡先生”这个，你也快来表态吧~,0,0,0,0
坠落的Scorpio,01月01日22:56,来自OPPOA7x, //@BABYCHERRY_吴亦凡资源博:#O网页链接#210101北京到达@Mr_凡先生新年第一圆满完成,0,0,0,0
嘻哈小fan,01月01日22:56,来自小米8周年旗舰手机, 49//@1106K纯手动抡博小分队:#O网页链接#你眼里的星辰大海我们没办法领略，但是我们眼里的你希望你知道，我们眼里的你便是整个天空和未来,0,0,0,0
嘻哈小fan,01月01日22:56,来自小米8周年旗舰手机, 50//@1106K纯手动抡博小分队:#O网页链接#你眼里的星辰大海我们没办法领略，但是我们眼里的你希望你知道，我们眼里的你便是整个天空和未来,0,0,0,0
嘻哈小fan,01月01日22:56,来自小米8周年旗舰手机, 46//@1106K纯手动抡博小分队:#O网页链接#希望我们日后的世界里都是充满了天真可爱善良的人们，希望那些黑暗的邪恶的人们都会被打到地狱，做一辈子不能抬头的坏人,0,0,0,0
嘻哈小fan,01月01日22:56,来自小米8周年旗舰手机, 47//@1106K纯手动抡博小分队:#O网页链接#希望我们日后的世界里都是充满了天真可爱善良的人们，希望那些黑暗的邪恶的人们都会被打到地狱，做一辈子不能抬头的坏人,0,0,0,0
周末去哪玩本尊,01月01日22:56,来自新浪看点客户端, #新闻看点#不知道大家是否看过《潮流合伙人》，这个节目是由几位明星共同参加的，他们在日本开了一家潮流服装店，要在固定时间内，达到目标营业额。#吴亦凡#作为店长，责任自然也是最大的，他在很多事情的安排上，都很有自...O网页链接​,0,0,0,0
嘻哈小fan,01月01日22:56,来自小米8周年旗舰手机, 48//@1106K纯手动抡博小分队:#O网页链接#希望我们日后的世界里都是充满了天真可爱善良的人们，希望那些黑暗的邪恶的人们都会被打到地狱，做一辈子不能抬头的坏人,0,0,0,0
devil侠客凡,01月01日22:56,来自vivoX50专业影像旗舰, 我参与了@Lollipop_吴亦凡安利博发起的投票【#吴亦凡海边焰火大片#wyf51krisnjj鲵】，我投给了“1@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
wg-jessie,01月01日22:56,来自小米Note3拍人更美, 210101吴亦凡国内接机北京到达高清,0,0,0,0
wg-jessie,01月01日22:57,来自小米Note3拍人更美, 210101吴亦凡国内接机北京到达视频,0,0,0,1
SthunaMocuishle,01月01日22:57,来自iPhoneX, 50你不冷吗，我都快活不下去了。//@BABYCHERRY_吴亦凡资源博:#O网页链接#【视频】210101北京到达@Mr_凡先生安全到达啦~大家也“快点回去”吧~,0,0,0,1
periodperilla,01月01日22:57,来自iPhone, 大表哥真抗冻#O网页链接#～阿凡新年首飞,0,0,0,0
不给改名字哈,01月01日22:57,来自Android, //@Galaxy_fanfan_吴敌风火抡:#O网页链接#你就是最大的惊喜！演出顺利！@Mr_凡先生,0,0,0,0
塔洛希岛,01月01日22:58,来自iPhone客户端, //@BABYCHERRY_吴亦凡资源博:#O网页链接#【视频】210101北京到达@Mr_凡先生安全到达啦~大家也“快点回去”吧~,0,0,0,0
R我的妳,01月01日22:58,来自vivoX23全息幻彩, #O网页链接#,0,0,0,0
